0.708333	0
0	1.55854e-19
-0.0632365	8.53903e-21
-4.62282e-05	-4.17188e-05
0.00389204	7.61813e-07
7.48934e-06	1.94724e-06
-0.000157379	-7.11268e-08
-5.44199e-07	6.98005e-08
4.39508e-06	2.06739e-08
2.26848e-08	-8.34447e-09
-8.536e-08	-3.12675e-09
-4.97959e-10	3.74018e-10
1.36319e-09	2.52326e-10
0.708333	0
0	-2.02191e-19
-0.223634	-3.63446e-21
-0.000206104	-0.000109307
0.0335403	-3.78468e-05
7.56232e-05	3.19928e-05
-0.00274066	2.03422e-05
-9.92213e-06	-5.48741e-06
5.67582e-05	-4.65243e-06
2.63072e-07	2.81245e-07
1.48564e-05	5.97161e-07
5.41434e-08	9.02281e-08
-1.62516e-06	-2.50108e-08
0.708333	0
0	1.5354e-19
-0.360639	-4.52123e-20
-0.000428899	-0.000129027
0.0824642	-0.000179094
0.000372976	3.94141e-05
-0.00825847	0.000110463
-7.77648e-05	1.28767e-05
-0.000489966	-1.75617e-05
-1.25284e-05	-9.41393e-06
0.00024203	-1.86142e-06
8.10787e-06	2.21798e-06
-1.13402e-05	9.04649e-07
0.708333	0
0	5.75564e-19
-0.475097	1.6791e-19
0.000152554	-1.2529e-05
0.133116	-5.03675e-05
0.000221811	8.32815e-05
-0.0107082	2.96122e-05
-4.71686e-05	6.38167e-07
-0.0039752	1.05422e-05
-3.14193e-05	-2.79835e-06
0.00103974	-9.74089e-06
4.18475e-06	-3.68723e-06
0.00010434	-6.19897e-07
0.708333	0
0	-2.12899e-19
-0.576449	-1.09089e-19
0.000494797	6.22206e-05
0.180483	-3.04769e-05
0.00019559	3.44191e-05
-0.00452271	-7.94987e-05
-0.000200756	-1.95677e-05
-0.0127726	1.73434e-05
4.75289e-05	1.4074e-05
0.00187729	3.37067e-05
-2.90782e-07	-1.28303e-05
0.00113658	-2.15328e-05
0.708333	0
0	1.4285e-19
-0.666107	-2.63131e-19
0.000928131	-0.000318038
0.222969	-8.93812e-05
-0.000677561	0.000335674
0.0115943	0.000175971
-0.000472189	0.000205636
-0.0261795	-0.000146391
0.000457413	-0.000364328
-2.36389e-05	5.63522e-05
-1.04592e-05	9.83289e-05
0.00458994	9.35601e-06
0.708333	0
0	-7.76342e-20
-0.746968	1.71644e-19
-0.00234658	-0.000159134
0.259193	-0.000847746
0.00195754	0.000487105
0.0394315	0.0006092
-0.000561817	-9.19684e-05
-0.0430189	-0.000126151
-0.000203912	-0.000210097
-0.00792221	-4.52799e-05
0.000487504	-1.51694e-05
0.0107548	-2.094e-05
0.708333	0
0	-7.08673e-20
-0.818945	-3.6036e-19
-0.00655056	-0.000482899
0.285021	0.000287421
0.00402501	0.000884672
0.0808284	-0.00050531
0.00175882	-0.000169883
-0.0588743	0.000269952
-0.00188012	-0.000403469
-0.0271641	0.000266846
0.000632225	8.92779e-05
0.0180616	-0.000317584
0.708333	0
0	-2.50303e-19
-0.874655	-1.0842e-19
-0.00668558	-0.000412943
0.288778	0.000178274
0.00267339	0.000702771
0.138999	-0.000327806
0.00343284	-0.000352066
-0.0673484	-0.000375053
-0.000971248	0.000110452
-0.0620683	0.000726958
-0.000611458	-1.82031e-05
0.0203618	-0.000161658
0.708333	0
0	-2.2792e-19
-0.921722	-4.15611e-19
-0.00663709	-0.000191821
0.285036	-0.000123659
0.00161035	0.000128961
0.197594	-0.000101157
0.00393784	0.00080553
-0.0578088	-0.000461145
-0.000444404	-0.000528528
-0.111409	0.00065926
-0.000689954	-0.000715051
0.00652513	0.000236722
0.708333	0
0	-3.03584e-19
-0.960109	-3.7144e-19
-0.0116129	0.000197857
0.271422	-0.000119601
0.00595256	-0.000458385
0.252573	0.000588673
0.00513398	0.00149672
-0.0282296	-0.000647114
-0.00235494	-0.000425167
-0.163247	-0.000181678
-0.0021117	-0.00133603
-0.034073	0.000684461
0.708333	0
0	1.17418e-19
-1.00622	-2.70158e-19
-0.0170334	-0.00104164
0.265956	0.000502043
0.0126319	-5.76003e-05
0.31018	-0.000897487
0.00722612	0.00191785
0.0104369	1.82743e-05
-0.00577074	-7.28302e-05
-0.221897	-0.000583459
-0.00711321	-0.00201639
-0.0976931	0.00181235
0.708333	0
0	1.31919e-19
-1.04617	2.9678e-19
-0.0124345	0.000647344
0.253694	-0.00169907
0.0024353	-0.000163357
0.361609	0.000804145
0.0136891	-0.000999326
0.0760126	0.00163021
-0.00267901	-0.000351022
-0.270918	-0.000884238
-0.0133671	0.00179451
-0.213404	-0.00180245
0.708333	0
0	5.65228e-19
-1.0803	2.33237e-19
-0.0132152	0.000120463
0.23365	-0.00106439
-0.000684695	0.000369554
0.412634	0.00182358
0.0175623	-0.000288824
0.157774	0.000985779
0.00918413	-5.48842e-05
-0.300342	-0.00102109
-0.0201028	-0.000245994
-0.376266	-0.00213413
0.708333	0
0	-2.89567e-19
-1.11182	2.60417e-19
-0.00432328	-0.0003965
0.213343	-0.000422417
-0.0170481	0.000805861
0.461616	0.000797598
0.0209418	0.00096078
0.241462	-0.000241319
0.0285828	0.000437049
-0.311024	-0.000536593
-0.0169389	-0.00166745
-0.556299	-0.00121377
0.708333	0
0	-1.33108e-20
-1.13652	2.79602e-20
-0.00278497	-0.000352334
0.1818	-0.000576675
-0.0181452	-0.000675608
0.502885	-0.00021597
0.00337629	-0.00017657
0.348248	0.00131147
0.0498502	0.000785254
-0.291469	-0.00173336
0.0140572	-0.000568629
-0.761507	0.00105677
0.708333	0
0	-3.57385e-19
-1.15461	1.6791e-19
-0.00103831	-0.000772362
0.13753	-0.000665753
-0.0209017	-0.00051792
0.543858	-0.000209126
0.00111047	-8.81851e-05
0.472921	0.00396574
0.0643663	0.00193614
-0.233221	-0.00211989
0.0478236	0.00276576
-0.975525	-0.00903493
0.708333	0
0	2.20782e-19
-1.16556	2.31564e-19
0.00545533	-0.000593701
0.0852938	-0.00136653
-0.0267774	0.0014917
0.566945	-0.000516675
-0.00187213	-0.000452569
0.629588	0.000971588
0.0581262	-0.00148191
-0.118725	0.00389629
0.0845927	-0.00192911
-1.20903	0.00267206
0.708333	0
0	-7.51059e-21
-1.17276	-1.04256e-19
0.00587866	-7.74019e-05
0.039891	-0.000604062
-0.0222364	-0.00071366
0.561401	-0.00086825
-0.00804677	-0.000736082
0.765127	4.98128e-05
0.0485851	0.000156037
0.0712214	0.00778417
0.100741	0.00296732
-1.31057	0.0025433
0.708333	0
0	-2.31639e-19
-1.19183	2.41603e-19
0.00164564	0.000432054
0.018302	0.000256388
-0.0133227	-0.00150299
0.561019	-0.000956173
-0.0213408	-0.000640361
0.878634	-0.000978428
0.0384094	0.000570404
0.250031	0.000845898
0.115896	0.00499648
-1.37925	0.00192686
0.708333	0
0	3.18717e-19
-1.211	6.81233e-19
0.0049811	0.000884396
-0.00823523	-0.000457073
-0.0107119	-0.00120484
0.56155	0.00160754
-0.028006	-0.00208999
1.00257	0.00131948
0.0142195	0.00300539
0.456376	-0.00513012
0.124291	0.00449709
-1.44945	-0.0134508
0.708333	0
0	3.07302e-19
-1.22019	-9.89353e-19
0.00576807	0.000664007
-0.0493047	-0.000705235
-0.010528	-0.000418716
0.549015	0.000444502
-0.0218833	-0.000282906
1.13171	-0.00219057
-0.000592185	0.000107232
0.733999	-0.00201729
0.0927013	0.00102254
-1.40167	0.00991029
0.708333	0
0	3.09347e-19
-1.23684	-1.73487e-19
0.0057205	-0.000591345
-0.0688571	0.000387871
-0.0152741	0.00147046
0.522605	0.00123991
-0.0318364	-0.0015528
1.24698	-0.00306821
-0.00125381	0.00504097
1.0537	-0.00649425
0.0954199	-0.00531547
-1.23605	-0.00132686
0.708333	0
0	4.90791e-19
-1.24919	-2.60491e-19
0.00847829	0.000197245
-0.102026	-0.000209544
-0.0180759	-0.000285673
0.502196	0.00192673
-0.0392976	-0.0012394
1.34369	0.00311026
0.00156952	0.00569428
1.41975	-0.00321111
0.0796186	0.00625447
-0.891091	-0.0126955
0.708333	0
0	-4.11149e-19
-1.26112	-2.16097e-19
0.0155337	-2.67258e-06
-0.126334	-0.00124903
-0.0260315	-0.00139383
0.480891	-0.00150611
-0.0568835	-0.000400135
1.4286	0.00327387
-0.0181985	0.00701124
1.76045	0.00388539
0.0911448	0.010036
-0.507347	0.0102829
0.708333	0
0	-2.91872e-19
-1.27343	7.99023e-19
0.0201165	-0.00107754
-0.154468	-0.000358853
-0.0186245	0.000978658
0.440799	8.53937e-05
-0.0645864	0.00202899
1.51041	0.00236902
-0.0594593	0.00209138
2.14804	-0.00280367
0.0306084	0.000134984
0.0831798	-0.00713913
0.708333	0
0	-2.52534e-19
-1.28024	2.87708e-19
0.0152812	-0.000373895
-0.197676	-0.00116482
-0.0111575	0.000357563
0.401013	0.00171347
